BIOCHEMICAL,PATHWAY,ChemRICHClass,PUBCHEM,INCHIKEY,PLATFORM,MASS,RI
indoleacrylate,xenobiotics,"Heterocyclic Compounds, 2-Ring",5375048,PLVPPLCLBIEYEA-AATRIKPKSA-N,lc/ms neg,186.05605,2511
indolebutyrate,amino acid,"Heterocyclic Compounds, 2-Ring",8617,JTEDVYBZBROSJT-UHFFFAOYSA-N,lc/ms neg,202.0874,3308
indolelactate,amino acid,"Heterocyclic Compounds, 2-Ring",92904,XGILAAMKEQUXLS-UHFFFAOYSA-N,lc/ms neg,204.06661,2286
indolepropionate,amino acid,"Heterocyclic Compounds, 2-Ring",3744,GOLXRNDWAUTYKT-UHFFFAOYSA-N,lc/ms neg,188.0717,2795
indolepropionylglycine,amino acid,Oligopeptides,7677842,WPZHLFMFBBIAFZ-UHFFFAOYSA-N,lc/ms neg,245.09316,2926
indolepropiote,amino acid,,,,lc/ms pos early,190.08626,3205
indolepyruvate,,"Heterocyclic Compounds, 2-Ring",803,RSTKLPZEZYGQPY-UHFFFAOYSA-N,lc/ms neg,202.1,2633
indolin-2-one,xenobiotics,Indole Alkaloids,321710,JYGFTBXVXVMTGB-UHFFFAOYSA-N,lc/ms pos early,134.06004,2575
indoxyl glucuronide,amino acid,Uronic Acids,2733785,KUYNOZVWCFXSNE-BYNIDDHOSA-N,lc/ms neg,308.07757,1940
inosine,nucleotide,Purine Nucleosides,6021,UGQMRVRMYYASKQ-KQYNXXCUSA-N,lc/ms neg,267.07349,1602.1
inosine 5'-monophosphate (imp),nucleotide,Nucleotides,8582,AANLCWYVVNBGEE-IDIVVRGQSA-L,lc/ms pos early,349.05438,650
inosine 5'-triphosphate,nucleotide,,,,lc/ms neg,506.97248,625
inositol 1-phosphate (i1p),lipid,Inositol,107737,INAPMGSXUVUWAF-GCVPSNMTSA-N,lc/ms polar,259.02244,4785
inositol 2-phosphate (i2p),lipid,,,,gc/ms,318.1,2072.9
inositol hexakisphosphate,carbohydrate,,,,lc/ms neg,658.85411,527
inositol pentakisphosphate,carbohydrate,,,,lc/ms neg,578.88778,522
inositol triphosphate,carbohydrate,Inositol Phosphates,439455,MMWCIQZXVOZEGG-MLQGYMEPSA-N,lc/ms neg,418.9551,541
inositol trisphosphate,lipid,,,,lc/ms neg,,
inositol-1-3-4-triphosphate,carbohydrate,,,,lc/ms neg,418.9551,541
"isobar: 1-kestose, levan",,,,,lc/ms neg,503.2,1062
"isobar: 1-phenylethanamine, phenylethylamine",,,,,lc/ms pos,122.1,2114.7
"isobar: 2-propylpentanoate, 2-ethylhexanoate",xenobiotics,,,,lc/ms neg,143.1,3909
"isobar: betaine aldehyde, n-methyldiethanolamine",amino acid,,,,lc/ms pos,120.2,650
"isobar: butyryl coa, isobutyryl coa",,,,,lc/ms neg,836.2,2600
"isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate",carbohydrate,,,,lc/ms neg,339,572
"isobar: fructose 1,6-diphosphate, glucose 1,6-diphosphate, myo-inositol 1,4 or 1,3-diphosphate",carbohydrate,Sugar Phosphates,445557,,lc/ms neg,338.98897,551
"isobar: glucose, fructose, mannose, galactose, allose, altrose, etc.",carbohydrate,,,,lc/ms neg,,
isobar: glycylglutamate; glutamylglycine,,,,,lc/ms neg,203.1,634
isobar: hexose diphosphates,carbohydrate,,,,lc/ms neg,338.989,551
isobar: pentulose 5-phosphates,carbohydrate,,,,gc/ms,357.2,1935
"isobar: pimelate, 3-methyladipate",,,,,lc/ms pos,161,3043
"isobar: ribulose 5-phosphate, xylulose 5-phosphate",carbohydrate,,,,gc/ms,357.2,1935
"isobar: udp-acetylglucosamine, udp-acetylgalactosamine",carbohydrate,,,,lc/ms neg,606.1,661
isobutyrylcarnitine,amino acid,CAR,168380,LRCNOZRCYBNMEP-SECBINFHSA-O,lc/ms pos,232.15434,1941
isobutyrylcarnitine (c4),amino acid,CAR,168379,LRCNOZRCYBNMEP-VIFPVBQESA-N,lc/ms pos early,232.15434,2810
isobutyrylglycine,amino acid,Amino Acids,10855600,DCICDMMXFIELDF-UHFFFAOYSA-N,lc/ms neg,144.06661,1420
isobutyrylglycine (c4),amino acid,Amino Acids,10855600,DCICDMMXFIELDF-UHFFFAOYSA-N,lc/ms neg,144.0666,1420
isobutyrylglycine<u+ff08><u+4e0e><u+83cc><u+7fa4><u+76f8><u+5173><u+6027><u+8f83><u+5f3a><u+ff09>,,,,,lc/ms neg,144.06661,1420
isocaproate,lipid,Valerates,12587,FGKJLKRYENPLQH-UHFFFAOYSA-N,lc/ms neg,115.07645,2570
isocaproate (i6:0),lipid,Valerates,12587,FGKJLKRYENPLQH-UHFFFAOYSA-N,lc/ms neg,115.07645,2570
isocaproylcarnitine,lipid,,,,lc/ms pos early,260.18564,3322
isocaproylglutamine,lipid,FA - conjugate,,,lc/ms neg,243.135,2720
isocaproylglycine,lipid,Amino Acids,28777652,BQIHXZIDVMRVRP-UHFFFAOYSA-N,lc/ms neg,172.09791,2820
isocaproyltaurine,lipid,FA - conjugate,,,lc/ms neg,222.0806,2935
isocitrate,energy,Citrates,1198,ODBLHEXUDAPZAU-UHFFFAOYSA-N,lc/ms pos early,210.0608,773
isocitric lactone,energy,Tricarboxylic Acids,98259,UKZDIMBDWHZXOK-UHFFFAOYSA-N,lc/ms polar,173.00916,2970
isoeugenol sulfate,xenobiotics,Methyl Ethers,122198202,HRHBRUPGUDLQIF-UHFFFAOYSA-N,lc/ms neg,243.03326,3893
isoformononetin,,,,,lc/ms pos,269.2,4750
isohyodeoxycholate,lipid,bile acids,5283822,DGABKXLVXPYZII-MMTMODRTSA-N,lc/ms neg,391.28538,4980
isoleucine,amino acid,"Amino Acids, Branched-Chain",6306,AGPKZVBTJJNPAG-WHFBIAKZSA-N,lc/ms pos early,132.10191,2800
isoleucylalanine,peptide,Oligopeptides,5246010,RCFDOSNHHZGBOY-UHFFFAOYSA-N,lc/ms pos,203.2,1686
isoleucylarginine,,,,,lc/ms pos,288.2,1245
isoleucylasparagine,,,,,lc/ms pos,246.14484,1400
isoleucylaspartate,peptide,,,,lc/ms pos,247.2,1552
isoleucylglutamate,peptide,,,,lc/ms pos,261.2,1650
isoleucylglutamine,peptide,,,,lc/ms pos,260.2,1530
isoleucylglycine,peptide,Oligopeptides,342532,UCGDDTHMMVWVMV-UHFFFAOYSA-N,lc/ms neg,187.10881,1992
isoleucylhistidine,peptide,,,,lc/ms neg,267.2,2065
isoleucylhydroxyproline,peptide,,,,lc/ms pos early,245.14959,2707
isoleucylhydroxyproline*,peptide,"Amino Acids, Peptides, and Proteins",25227053,IFZSZULHIWFRSB-KZVJFYERSA-N,lc/ms pos early,245.1496,2707
isoleucylisoleucine,peptide,,,,lc/ms pos,245.1,2678
isoleucylleucine,peptide,,,,lc/ms pos,245.1,2856
isoleucylleucine/leucylisoleucine,peptide,,,,lc/ms pos early,245.18597,3242
isoleucylmethionine,,,,,lc/ms pos,263.2,2392
isoleucylphenylalanine,peptide,,,,lc/ms pos,277.3,3155
isoleucylproline,,,,,lc/ms pos early,229.15467,2906
isoleucylserine,peptide,Oligopeptides,14426033,TWVKGYNQQAUNRN-UHFFFAOYSA-N,lc/ms pos,219.2,1472.5
isoleucylthreonine,peptide,Melanoma-Specific Antigens,44298493,DRCKHKZYDLJYFQ-YWIQKCBGSA-N,lc/ms pos,233.2,1555.1
isoleucyltryptophan,,,,,lc/ms pos,318.18122,3120
isoleucyltyrosine,,,,,lc/ms pos,295.16452,2320
isoleucylvaline,peptide,Oligopeptides,449407,BCXBIONYYJCSDF-CIUDSAMLSA-N,lc/ms pos,231.2,2202
isoliquiritigenin,,,,,lc/ms neg,255.2,3316
isomaltohexaose,carbohydrate,,,,lc/ms neg,989.1,1328
isomaltose,carbohydrate,,,,gc/ms,204.1,2221.8
isomaltotetraose,carbohydrate,,,,lc/ms neg,665,1081
isomaltotriose,carbohydrate,,,,lc/ms neg,503,893
isonicotinamide,,,,,lc/ms pos early,,
isopalmitic acid,lipid,,,,gc/ms,313.3,1888
isopentenyl adenosine,nucleotide,,,,lc/ms pos early,336.16663,3151
isopimaric acid,xenobiotics,,,,lc/ms neg,301.2173,5517
isoputreanine,amino acid,,,,lc/ms pos early,,
isorhamnetin,,,,,gc/ms,589.2,2317.1
isoursodeoxycholate,lipid,bile acids,127601,RUDATBOHQWOJDD-DNMBCGTGSA-N,lc/ms neg,391.28538,4809
isoursodeoxycholate sulfate (1),lipid,bile acids,,,lc/ms neg,235.1175,4082
isoursodeoxycholate sulfate (2),,bile acids,,,lc/ms neg,,
isovalerate,amino acid,Valerates,10430,GWYFCOCPABKNJV-UHFFFAOYSA-N,lc/ms neg,101.0608,1564
isovalerate (c5),amino acid,Valerates,10430,GWYFCOCPABKNJV-UHFFFAOYSA-N,lc/ms neg,101.0608,1564
isovalerate (i5:0),amino acid,Valerates,10430,GWYFCOCPABKNJV-UHFFFAOYSA-N,lc/ms neg,101.0608,1564
isovalerylcarnitine,amino acid,CAR,6426851,IGQBPDJNUXPEMT-UHFFFAOYSA-N,lc/ms pos,246.16999,2533
isovalerylcarnitine (c5),amino acid,CAR,6426851,IGQBPDJNUXPEMT-UHFFFAOYSA-N,lc/ms pos early,246.16999,3085
isovalerylglutamine,amino acid,FA - conjugate,,,lc/ms neg,229.11938,1956
isovalerylglycine,amino acid,Amino Acids,546304,ZRQXMKMBBMNNQC-UHFFFAOYSA-N,lc/ms neg,158.08226,1950
isovalerylglycine<u+ff08><u+76f8><u+5173><u+6027><u+5f88><u+5f3a><u+ff09>,,,,,lc/ms neg,158.08226,1950
isovalerylphenylalanine*,amino acid,,,,lc/ms neg,248.1292,4125
isovitexin,37159,Flavones,162350,MYXNWGACZJSMBT-VJXVFPJBSA-N,lc/ms neg,433,2805
isovitexin 7-o-beta-d-glucopyranoside,38176,,,,lc/ms neg,595.1,3003
isoxanthopterin,cofactors and vitamins,Pterins,135398700,GLKCOBIIZKYKFN-UHFFFAOYSA-N,lc/ms pos early,180.0516,1110
itaconate,energy,Dicarboxylic Acids,811,LVHBHZANLOWSRM-UHFFFAOYSA-N,lc/ms polar,129.01933,2969
itaconate (methylenesuccinate),energy,Dicarboxylic Acids,811,LVHBHZANLOWSRM-UHFFFAOYSA-N,gc/ms,215,1373.6
i-urobilinogen,cofactors and vitamins,bile acids,26818,OBHRVMZSZIDDEK-UHFFFAOYSA-N,lc/ms neg,591.31881,4190
jasmonic acid,xenobiotics,,,,lc/ms neg,209.11831,3530
kaempferol,,Flavonols,5280863,IYRMWMYZSQPJKC-UHFFFAOYSA-N,gc/ms,559.3,2285.5
kaempferol 3-o-beta-glucoside,,,,,lc/ms neg,447.2,3085
kaempferol 7-o-glucoside,,,,,lc/ms pos,449.2,3777.9
kdo,carbohydrate,,,,lc/ms polar,237.06159,2706.7
ketamine,,,,,lc/ms pos,238.1,2907
ketopioglitazone,xenobiotics,"Heterocyclic Compounds, 1-Ring",5201446,JMLKLMFMQRAJNI-UHFFFAOYSA-N,lc/ms neg,369.0915,4165
kinetin,hormone metabolism,,,,lc/ms neg,214.07343,3618
kojibiose,xenobiotics,,,,lc/ms polar,387.11441,3500
kynuramine,amino acid,,,,lc/ms pos,165.1,1936
kynurenate,amino acid,Xanthurenates,3845,HCZHHEIFKROPDY-UHFFFAOYSA-N,lc/ms neg,188.03531,2224
kynurenine,amino acid,Amino Acids,846,YGPSJZOEDVAXAB-QMMMGPOBSA-N,lc/ms pos early,209.09207,2739
kynurenine <u+ff08>only detected once or twice for the six replicates of all the eight samples),,,,,lc/ms pos,209.1,1902
kynurete,amino acid,,,,lc/ms neg,188.03531,2224
lactate,carbohydrate,Lactates,91435,JVTAAEKCZFNVCJ-UHFFFAOYSA-M,lc/ms polar,89.02442,1468.8
lactobacillic acid,xenobiotics,Fatty Acids,656761,IJKRDVKGCQRKBI-ZWKOTPCHSA-N,lc/ms neg,295.2643,5822
lactobionate,carbohydrate,Oligosaccharides,40479693,JYTUSYBCFIZPBE-AMTLMPIISA-M,lc/ms polar,357.10385,3791.4
lacto-n-fucopentaose i,,,,,lc/ms neg,852.29904,1025
lacto-n-fucopentaose ii,,,,,lc/ms polar,898.30452,5331
lacto-n-fucopentaose iii,,,,,lc/ms polar,898.30452,5307
lacto-n-fucopentaose v,,,,,lc/ms polar,898.30452,5240
lacto-n-neotetraose,,,,,lc/ms polar,752.24661,4872
lacto-n-tetraose,,,,,lc/ms polar,752.24709,4848
lactose,carbohydrate,Cellulose,6134,GUBGYTABKSRVRQ-XLOQQCSPSA-N,lc/ms polar,387.11442,3500
lactosyl-n-arachidoyl-sphingosine (d18:1/20:0)*,lipid,,,,lc/ms pos late,918.68762,3256
lactosyl-n-behenoyl-sphingosine (d18:1/22:0)*,lipid,SM,,,lc/ms pos late,946.71892,3842
lactosyl-n-nervonoyl-sphingosine (d18:1/24:1)*,lipid,SM,,,lc/ms pos late,972.73457,3778
lactosyl-n-palmitoyl-sphingosine,lipid,SM,129884273,HIFQULVJGFWRPI-QLPXKQILSA-N,lc/ms pos late,862.62502,2527
lactosyl-n-palmitoyl-sphingosine (d18:1/16:0),lipid,SM,129884273,,lc/ms pos late,862.62502,2527
lactosyl-n-stearoyl-sphingosine (d18:1/18:0)*,lipid,,,,lc/ms pos late,890.6563,2906
lahsa (18:2/oh-18:0)*,lipid,,,,lc/ms pos late,580.52992,2936
l-alpha-alanine,amino acid,,,,lc/ms pos early,90.05496,1700
lamivudine,xenobiotics,Zalcitabine,60825,JTEGQNOMFQHVDC-NKWVEPMBSA-N,lc/ms pos early,230.0594,2586
lamotrigine,xenobiotics,Triazines,3878,PYZRQGJRPPTADH-UHFFFAOYSA-N,lc/ms pos early,256.01513,3379
lanosterol,lipid,Triterpenes,856,CAHGCLMLTWQZNJ-UHFFFAOYSA-N,lc/ms pos late,409.38289,2687
lansoprazole,,2-Pyridinylmethylsulfinylbenzimidazoles,3883,MJIHNNLFOKEZEW-UHFFFAOYSA-N,lc/ms pos early,,
lanthionine,amino acid,Amino Acids,98504,DWPCPZJAHOETAG-IMJSIDKUSA-N,lc/ms pos early,209.05906,1730
l-arginino-succinate,amino acid,,,,lc/ms pos early,291.12992,2745
l-aspartate,amino acid,,,,lc/ms pos early,134.04479,1165
lathosterol,lipid,Cholestenes,65728,IZVFFXVYBHFIHY-SKCNUYALSA-N,gc/ms,255.2,2337
laurate (12:0),lipid,Myristic Acids,3893,POULHZVOKOAJMA-UHFFFAOYSA-N,lc/ms neg,199.17035,5300
lauryl sulfate,chemical,,,,lc/ms neg,265.1479,5345
laurylcarnitine,lipid,CAR,10427569,FUJLYHJROOYKRA-UHFFFAOYSA-N,lc/ms pos late,344.27954,1235
laurylcarnitine (c12),lipid,CAR,10427569,FUJLYHJROOYKRA-UHFFFAOYSA-N,lc/ms pos late,344.27954,1235
lcer(14:0),lactosylceramide,LCER,,,dms-ms,,
lcer(16:0),lactosylceramide,LCER,,,dms-ms,,
lcer(18:0),lactosylceramide,LCER,,,dms-ms,,
lcer(18:1),lactosylceramide,LCER,,,dms-ms,,
lcer(20:0),lactosylceramide,LCER,,,dms-ms,,
lcer(20:1),lactosylceramide,LCER,,,dms-ms,,
lcer(22:0),lactosylceramide,LCER,,,dms-ms,,
lcer(22:1),lactosylceramide,LCER,,,dms-ms,,
lcer(24:0),lactosylceramide,LCER,,,dms-ms,,
lcer(24:1),lactosylceramide,LCER,,,dms-ms,,
lcer(26:0),lactosylceramide,LCER,,,dms-ms,,
lcer(26:1),lactosylceramide,LCER,,,dms-ms,,
l-citrulline,amino acid,,,,lc/ms pos early,176.10297,1520
l-cystathionine,amino acid,,,,gc/ms,218.1,1979.6
l-dehydro-ascorbate,"cofactors, prosthetic groups, electron carriers",,,,lc/ms neg,173.00916,739.6
leu,amino acid,,,,lc/ms pos early,132.10191,2864
leucine,amino acid,"Amino Acids, Branched-Chain",6106,ROHFNLRQFUQHCH-YFKPBYRVSA-N,lc/ms pos early,132.10191,2864
leucylalanine,peptide,Oligopeptides,259321,HSQGMTRYSIHDAC-UHFFFAOYSA-N,lc/ms pos early,203.13902,2801
leucylarginine,,,,,lc/ms pos,288.2,1300
leucylasparagine,peptide,,,,lc/ms neg,244.2,1780
leucylaspartate,peptide,,,,lc/ms pos,247.2,1589.6
leucylglutamate,peptide,Peptides,5259589,NFNVDJGXRFEYTK-UHFFFAOYSA-N,lc/ms pos,261.2,1716
leucylglutamine,peptide,,,,lc/ms pos early,260.1605,2620
leucylglutamine*,peptide,Peptides,4305457,JYOAXOMPIXKMKK-UHFFFAOYSA-N,lc/ms pos early,260.1605,2620
leucylglycine,peptide,Oligopeptides,79070,LESXFEZIFXFIQR-UHFFFAOYSA-N,lc/ms pos early,189.12337,2778
leucylhistidine,peptide,,,,lc/ms neg,267.2,2098
leucylhydroxyproline,peptide,,,,lc/ms pos early,245.14959,2753
leucylhydroxyproline*,peptide,"Amino Acids, Peptides, and Proteins",20847829,JCCZCUUYYHWRGX-UHFFFAOYSA-N,lc/ms pos early,245.1496,2753
leucylisoleucine,,Oligopeptides,435718,AZLASBBHHSLQDB-UHFFFAOYSA-N,lc/ms pos,245.1,2800
leucylleucine,peptide,Oligopeptides,76807,LCPYQJIKPJDLLB-UWVGGRQHSA-N,lc/ms pos,245.1,3012
leucylmethionine,peptide,,,,lc/ms pos,263.2,2504
leucylphenylalanine,peptide,Oligopeptides,259325,KFKWRHQBZQICHA-UHFFFAOYSA-N,lc/ms neg,277.3,4057
leucylphenylalanine/isoleucylphenylalanine,peptide,,,,lc/ms neg,277.15576,4073
leucylproline,peptide,,,,lc/ms neg,229.15467,2834
leucylserine,peptide,,,,lc/ms pos,217.2,1519.7
leucylthreonine,peptide,,,,lc/ms neg,231.3,2296
leucyltryptophan,,,,,lc/ms pos,318.2,3216
leucyltyrosine,,Oligopeptides,70410,LHSGPCFBGJHPCY-STQMWFEESA-N,lc/ms pos,295.2,2413
leukotriene b4,lipid,Leukotrienes,5280492,VNYSSYRCGWBHLG-AMOLWHMGSA-N,lc/ms neg,335.3,5153
leukotriene b5,lipid,Leukotrienes,5283125,BISQPGCQOHLHQK-HDNPQISLSA-N,lc/ms neg,333.2071,5075
leu-leu-leu,peptide,,,,lc/ms pos,358.2,3795
levetiracetam,xenobiotics,Acetamides,5284583,HPHUVLMMVZITSG-LURJTMIESA-N,lc/ms pos early,171.11281,1925
levulinate (4-oxovalerate),xenobiotics,Keto Acids,11579,JOOXCMJARBKPKM-UHFFFAOYSA-N,lc/ms neg,115.04006,934.6
levulinoylcarnitine,xenobiotics,CAR,155730940,XDZHMFWKQXZAFO-UHFFFAOYSA-N,lc/ms pos early,260.1493,2520
l-galactose,carbohydrate,,,,gc/ms,203.9,1793.8
l-gulonate,"cofactors, prosthetic groups, electron carriers",,,,lc/ms polar,195.051,2750
lidocaine,xenobiotics,Acetanilides,3676,NNJVILVZKWQKPM-UHFFFAOYSA-N,lc/ms pos early,235.18049,3250
lignocerate (24:0),lipid,,,,gc/ms,425.4,2211
lignoceroyl ethanolamide (24:0)*,lipid,Endocannabinoid,,,lc/ms pos late,412.41491,2445
lignoceroyl sphingomyelin (d18:1/24:0),lipid,SM,44260127,QEDPUVGSSDPBMD-XTAIVQBESA-N,lc/ms pos late,815.70006,3437
lignoceroylcarnitine (c24),lipid,CAR,,,lc/ms pos late,512.46733,1603
lignoceroylcarnitine (c24)*,lipid,CAR,,,lc/ms pos late,512.46733,1603
linamarin,xenobiotics,Organic Chemicals,11128,QLTCHMYAEJEXBT-ZEBDFXRSSA-N,lc/ms pos early,265.1394,1440
linezolid,xenobiotics,Acetamides,441401,TYZROVQLWOKYKF-ZDUSSCGKSA-N,lc/ms pos early,338.15106,2732
linoelaidate (tr 18:2n6),lipid,,,,lc/ms neg,279.23295,5575
linoleamide (18:2n6),lipid,Endocannabinoid,6435901,SFIHQZFZMWZOJV-HZJYTTRNSA-N,lc/ms neg,278.24893,6205
linoleate (18:2n6),lipid,FFA,5280450,OYHQOLUKZRVURQ-HZJYTTRNSA-N,lc/ms neg,279.23295,5535
"linoleate, methyl ester",lipid,,,,gc/ms,95.13,1931
linoleic_acid,lipids,,,,lc/ms neg,279.23295,5535
linolenamide (18:3)*,,,,,lc/ms pos late,278.24785,1510
linolenate (18:3n3 or 3n6),lipid,FFA,5280934,DTOSIQBPPRVQHS-PDBXOOCHSA-N,lc/ms neg,277.2173,5450
linolenate (18:3n3),lipid,,,,lc/ms neg,,
linolenate [alpha or gamma; (18:3n3 or 6)],lipid,FFA,5280934,DTOSIQBPPRVQHS-PDBXOOCHSA-N,lc/ms neg,277.2173,5450
linolenoyl ethanolamide,lipid,Endocannabinoid,5283449,HBJXRRXWHSHZPU-PDBXOOCHSA-N,lc/ms pos late,322.27406,1488
linolenoyl ethanolamide*,lipid,Endocannabinoid,5283449,HBJXRRXWHSHZPU-PDBXOOCHSA-N,lc/ms neg,320.2595,5715
linolenoylcarnitine (c18:3),lipid,CAR,,,lc/ms pos late,422.32649,1310
linolenoylcarnitine (c18:3)*,lipid,CAR,,,lc/ms pos late,422.32649,1310
linolenoylcholine*,lipid,,,,lc/ms pos late,,
linolenoyl-linolenoyl-glycerol (18:3/18:3) [1]*,lipid,DG,,,lc/ms pos late,630.50921,2229
linolenoyl-linolenoyl-glycerol (18:3/18:3) [2]*,lipid,DG,,,lc/ms pos late,630.50921,2268
linoleoyl ethanolamide,lipid,Endocannabinoid,5283446,KQXDGUVSAAQARU-HZJYTTRNSA-N,lc/ms neg,322.27515,6150
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1],lipid,DG,,,lc/ms pos late,658.54051,2590
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,lipid,DG,,,lc/ms pos late,658.54051,2590
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2],lipid,DG,,,lc/ms pos late,658.54051,2650
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*,lipid,DG,,,lc/ms pos late,658.54051,2650
linoleoylcarnitine,lipid,CAR,6450015,MJLXQSQYKZWZCB-DQFWFXSYSA-N,lc/ms pos late,424.34214,1430
linoleoylcarnitine (c18:2),lipid,CAR,6450015,MJLXQSQYKZWZCB-DQFWFXSYSA-N,lc/ms pos late,424.34214,1430
linoleoylcarnitine (c18:2)*,lipid,CAR,6450015,MJLXQSQYKZWZCB-DQFWFXSYSA-N,lc/ms pos late,424.34214,1430
linoleoylcarnitine*,lipid,CAR,6450015,MJLXQSQYKZWZCB-DQFWFXSYSA-N,lc/ms pos late,424.34214,1430
linoleoylcholine,lipid,AcylCholine,,,lc/ms pos late,366.33666,1388
linoleoylcholine*,lipid,AcylCholine,,,lc/ms pos late,366.33666,1388
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*,lipid,DG,,,lc/ms pos late,682.54051,2450
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2],lipid,,,,lc/ms pos late,682.54051,2500
linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*,lipid,DG,,,lc/ms pos late,682.54051,2500
linoleoyl-linolenoyl-glycerol (18:2/18:3) [1]*,lipid,DG,,,lc/ms pos late,632.52486,2426
linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*,lipid,DG,,,lc/ms pos late,632.52486,2478
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1],lipid,DG,,,lc/ms pos late,634.54051,2720
linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*,lipid,DG,,,lc/ms pos late,634.54051,2720
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2],lipid,,,,lc/ms pos late,634.5405,2790
linoleoyl-linoleoyl-glycerol (18:2/18:2) [2]*,lipid,DG,,,lc/ms pos late,634.54051,2790
linolete [alpha or gamma; (18:3n3 or 6)],lipid,,,,lc/ms neg,277.2173,5450
lipitor,,,,,lc/ms neg,557.3,5091.5
liquiritigenin,,Flavonoids,114829,FURUXTVZLHCCNA-AWEZNQCLSA-N,lc/ms neg,255.1,3382
lisinopril,xenobiotics,Dipeptides,5362119,RLAWWYSOJDYHDC-BZSNNMDCSA-N,lc/ms neg,406.23365,2617
lithocholate,lipid,bile acids,9903,SMEROWZSTRWXGI-HVATVPOCSA-N,lc/ms neg,375.29047,5372
lithocholate sulfate (1),lipid,bile acids,,,lc/ms neg,227.12,4811
lithocholic acid glucuronide,lipid,,,,lc/ms neg,,
lithocholic acid sulfate (2),lipid,bile acids,,,lc/ms neg,227.12,5028
l-lactate,carbohydrate,,,,lc/ms polar,89.02442,1468.8
l-mannose,carbohydrate,,,,lc/ms polar,225.06159,2200
l-methionine-sulfoxides,amino acid,,,,lc/ms pos early,166.05325,1272
loperamide,xenobiotics,Piperidines,3955,RDOIQAHITMMDAJ-UHFFFAOYSA-N,lc/ms pos late,477.2303,1075
l-ornithine,amino acid,,,,lc/ms pos early,133.09716,2800
losartan,xenobiotics,Biphenyl Compounds,3961,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,lc/ms neg,421.15491,4729
lotaustralin,xenobiotics,,,,lc/ms pos early,279.1551,1863
lpc(12:0),lysophosphatidylcholine,,,,gc-fid,,
lpc(14:0),lysophosphatidylcholine,LPC,460604,VXUOFDJKYGDUJI-OAQYLSRUSA-N,dms-ms,,
lpc(14:1),,,,,dms-ms,,
lpc(15:0),lysophosphatidylcholine,LPC,24779458,RJZVWDTYEWCUAR-JOCHJYFZSA-N,dms-ms,,
lpc(16:0),lysophosphatidylcholine,LPC,460602,ASWBNKHCZGQVJV-HSZRJFAPSA-N,dms-ms,,
lpc(16:1),lysophosphatidylcholine,LPC,24779460,LFUDDCMNKWEORN-ZXEGGCGDSA-N,dms-ms,,
lpc(17:0),lysophosphatidylcholine,LPC,24779463,SRRQPVVYXBTRQK-XMMPIXPASA-N,dms-ms,,
lpc(18:0),lysophosphatidylcholine,LPC,497299,IHNKQIMGVNPMTC-RUZDIDTESA-N,dms-ms,,
lpc(18:1),lysophosphatidylcholine,LPC,24779513,YAMUFBLWGFFICM-PTGWMXDISA-N,dms-ms,,
lpc(18:2),lysophosphatidylcholine,LPC,56955896,SPJFYYJXNPEZDW-FTJOPAKQSA-N,dms-ms,,
lpc(18:3),lysophosphatidylcholine,LPC,,WKQNRCYKYCKESD-YVHLTTHBSA-N,dms-ms,,
lpc(20:0),lysophosphatidylcholine,LPC,24779473,UATOAILWGVYRQS-HHHXNRCGSA-N,dms-ms,,
lpc(20:1),lysophosphatidylcholine,LPC,52924051,GJTDRNFWIDPARY-GTPZACKGSA-N,dms-ms,,
lpc(20:2),lysophosphatidylcholine,LPC,52924053,YYQVCMMXPIJVHY-ZOIJLGJPSA-N,dms-ms,,
lpc(20:3),lysophosphatidylcholine,LPC,52924055,BBNHCUBQEQJHIG-FZZJNMCHSA-N,dms-ms,,
lpc(20:4),lysophosphatidylcholine,LPC,53480469,LAXQYRRMGGEGOH-JXRLJXCWSA-N,dms-ms,,
lpc(20:5),lysophosphatidylcholine,LPC,11757087,PDIGSOAOQOXRDU-WJPZTBRDSA-N,dms-ms,,
lpc(22:0),lysolipid,,,,dms-ms,,
lpc(22:1),lysolipid,,,,dms-ms,,
lpc(22:4),lysophosphatidylcholine,LPC,52924039,ZOJBSSVHFSBHMP-JJJSWPRASA-N,dms-ms,,
lpc(22:5),lysophosphatidylcholine,LPC,53480473,YBUXFQUGNPBZPS-YNBHEIDWSA-N,dms-ms,,
lpc(22:6),lysophosphatidylcholine,LPC,10415542,LSOWKZULVQWMLY-APPDJCNMSA-N,dms-ms,,
lpe(14:0),lysophosphatidylethanolamine,LPE,9547070,RPXHXZNGZBHSMJ-GOSISDBHSA-N,dms-ms,,
lpe(14:1),lysophosphatidylethanolamine,,,,dms-ms,,
