BIOCHEMICAL,PATHWAY,ChemRICHClass,PUBCHEM,INCHIKEY,PLATFORM,MASS,RI
2-hydroxycarbamazepine,,Dibenzazepines,129274,VPZIYMMSJFWLSP-UHFFFAOYSA-N,lc/ms pos early,,
2-hydroxydecanoate,lipid,Fatty Acids,21488,GHPVDCPCKSNJDR-UHFFFAOYSA-N,lc/ms neg,187.13396,4840
2-hydroxyfluorene sulfate,xenobiotics,PAH metabolites,,,lc/ms neg,261.0227,4372
2-hydroxyglutarate,lipid,Dicarboxylic Acids,43,HWXBTNAVRSUOJR-UHFFFAOYSA-N,lc/ms pos early,147.02989,958
2-hydroxyheptanoate,,Fatty Acids,2750949,RGMMREBHCYXQMA-UHFFFAOYSA-N,lc/ms neg,145.08701,2900
2-hydroxyheptanoate*,lipid,Fatty Acids,2750949,RGMMREBHCYXQMA-UHFFFAOYSA-N,lc/ms polar,145.08701,925
2-hydroxyhippurate (salicylurate),xenobiotics,Benzamides,10253,ONJSZLXSECQROL-UHFFFAOYSA-N,lc/ms neg,194.04588,2184
2-hydroxyibuprofen,xenobiotics,Phenylpropionates,10443535,UJHKVYPPCJBOSG-UHFFFAOYSA-N,lc/ms neg,221.11831,3462
2-hydroxyisobutyrate,xenobiotics,Butyrates,11671,BWLBGMIXKSTLSX-UHFFFAOYSA-N,gc/ms,130.9,1107.5
2-hydroxylaurate,lipid,Fatty Acids,21981466,YDZIJQXINJLRLL-UHFFFAOYSA-M,lc/ms neg,215.16526,5211
2-hydroxylignocerate,,,,,lc/ms polar,383.35307,710
2-hydroxylignocerate*,lipid,Lipids,102430,MSUOLNSQHLHDAS-UHFFFAOYSA-N,lc/ms neg,383.35307,6805
2-hydroxymyristate,lipid,Fatty Acids,22292715,JYZJYKOZGGEXSX-UHFFFAOYSA-M,lc/ms neg,243.19656,5364
2-hydroxynervonate,lipid,HFA,,,lc/ms neg,381.33742,6345
2-hydroxynervonate*,lipid,HFA,,,lc/ms neg,381.33742,6345
2-hydroxynervote*,lipid,,,,lc/ms neg,381.33742,6345
2-hydroxyoctanoate,lipid,Fatty Acids,94180,JKRDADVRIYVCCY-UHFFFAOYSA-N,lc/ms neg,159.10266,3736.8
2-hydroxyoleate,lipid,"Fatty Acids, Essential",9796304,JBSOOFITVPOOSY-KTKRTIGZSA-N,lc/ms neg,297.24351,5560
2-hydroxyoleic acid,,,,,lc/ms neg,297.24351,5560
2-hydroxypalmitate,lipid,Lipids,92836,JGHSBPIZNUXPLA-UHFFFAOYSA-N,lc/ms neg,271.22786,5511.2
2-hydroxyphenylacetate,amino acid,"Acids, Carbocyclic",11914,CCVYRRGZDBSHFU-UHFFFAOYSA-N,lc/ms polar,151.04006,858.6
2-hydroxyphytanate*,lipid,Diterpenes,189026,CGKMKXBKVBXUGK-UHFFFAOYSA-N,lc/ms neg,327.2905,5751
2-hydroxyquinoline,xenobiotics,Quinolines,6038,LISFMEBWQUVKPJ-UHFFFAOYSA-N,lc/ms pos early,146.06004,2680
2-hydroxysebacate,lipid,Fatty Acids,128458,LPIOYESQKJFWPQ-UHFFFAOYSA-N,lc/ms neg,217.1081,1324
2-hydroxystearate,lipid,Lipids,439887,KIHBGTRZFAVZRV-KRWDZBQOSA-N,lc/ms neg,299.25917,5695
2-iminopiperidine,xenobiotics,Guanidines,85237,DHGUMNJVFYRSIG-UHFFFAOYSA-N,lc/ms pos early,99.0917,2591
2-isopropylmalate,xenobiotics,Dicarboxylic Acids,77,BITYXLXUCSKTJS-UHFFFAOYSA-N,lc/ms polar,175.06119,2605
2k-4ch3-pentanoate&redirect=t,amino acid,,,,lc/ms neg,129.05571,2170
2k-adipate,amino acid,,,,lc/ms polar,159.0299,2633.1
2-keto-3-deoxy-gluconate,xenobiotics,Sugar Acids,161227,WPAMZTWLKIDIOP-WVZVXSGGSA-N,lc/ms polar,177.04046,1900
2-keto-3-methyl-valerate,amino acid,,,,lc/ms neg,129.05572,2064.2
2-ketocaprylate,amino acid,"Acids, Acyclic",67600,GPPUPQFYDYLTIY-UHFFFAOYSA-N,lc/ms neg,157.087,3951
2-ketogluconate,xenobiotics,Sugar Acids,3035456,VBUYCZFBVCCYFD-JJYYJPOSSA-N,lc/ms polar,193.03537,2668
2-ketoglutarate,carbohydrate,,,,lc/ms polar,145.01425,2700
2-ketogulonate,carbohydrate,,,,lc/ms polar,193.03538,2794.7
2-keto-isovalerate,amino acid,,,,lc/ms polar,115.04006,911
2-linolenoylglycerophosphocholine(18:3n3)*,lipid,LPC,24779469,,lc/ms pos,518.3,5488.2
2-linolenoylglycerophosphoethanolamine (18:3n3)*,lipid,,,,lc/ms pos,476.2,5491.3
2-linolenoyl-gpc (18:3)*,,LPC,,,lc/ms pos,,
2-linoleoylglycerol (18:2),lipid,MAG,5365676,IEPGNWMPIFDNSD-HZJYTTRNSA-N,lc/ms neg,279.23293,6250
2-linoleoylglycerol (2-monolinolein),lipid,MAG,5365676,IEPGNWMPIFDNSD-HZJYTTRNSA-N,lc/ms neg,279.3,2169
2-linoleoylglycerophosphocholine,lipid,LPC,24779470,WKQNRCYKYCKESD-QNEBEIHSSA-N,lc/ms pos,520.4,5544
2-linoleoylglycerophosphocholine*,lipid,LPC,24779470,WKQNRCYKYCKESD-QNEBEIHSSA-N,lc/ms pos,520.4,5544
2-linoleoylglycerophosphoethanolamine,lipid,LPE,53480928,,lc/ms pos,478.3,5541
2-linoleoylglycerophosphoethanolamine*,lipid,LPE,53480928,,lc/ms neg,476.4,5650
2-linoleoylglycerophosphoinositol*,lipid,,,,lc/ms neg,595.28888,5437
2-linoleoyl-gpc (18:2)*,lipids,LPC,,,lc/ms pos,520.33977,5541.2
2-linoleoyl-gpc* (18:2)*,lipid,LPC,,,lc/ms pos,520.4,5544
2-linoleoyl-gpe (18:2)*,,LPE,,,lc/ms pos,478.29282,5537
2-linoleoyl-gpe* (18:2)*,lipid,LPE,,,lc/ms pos,478.3,5541
2-lysophosphatidylcholines,lipids,,,,lc/ms pos late,454.29282,1544
2-margaroylglycerophosphocholine*,,,,,lc/ms pos,510.35542,5685
2-margaroyl-gpc (17:0)*,glycerophosopholipid mtb,,,,lc/ms neg,584.3569,6500
2-methoxyacetaminophen glucuronide*,xenobiotics,Acetanilides,121596203,GDCCQRYSPGZVPX-DKBOKBLXSA-N,lc/ms neg,356.0987,1633
2-methoxyacetaminophen sulfate*,xenobiotics,"Heterocyclic Compounds, 2-Ring",86290014,NZKKXAGORRATJB-UHFFFAOYSA-N,lc/ms neg,260.02343,1949
2-methoxyhydroquinone glucuronide (2),xenobiotics,,,,lc/ms neg,315.0722,1331
2-methoxyhydroquinone sulfate (1),xenobiotics,,,,lc/ms neg,218.9969,1505
2-methoxyhydroquinone sulfate (2),xenobiotics,,,,lc/ms neg,218.9969,1619
2-methoxyresorcinol sulfate,xenobiotics,Benzene Derivatives,122164840,ARLAWMCEVZUXEY-UHFFFAOYSA-N,lc/ms neg,218.99688,1863
2-methylbutyroylcarnitine,amino acid,,,,lc/ms pos,246.1,2439
2-methylbutyroylcarnitine (c5),amino acid,CAR,6426901,IHCPDBBYTYJYIL-UHFFFAOYSA-N,lc/ms pos early,246.17,3035
2-methylbutyrylcarnitine (c5),amino acid,CAR,6426901,IHCPDBBYTYJYIL-UHFFFAOYSA-N,lc/ms pos early,246.16999,3050
2-methylbutyrylglutamine*,amino acid,,,,lc/ms neg,229.1194,1910
2-methylbutyrylglycine,amino acid,Amino Acids,193872,HOACIBQKYRHBOW-UHFFFAOYSA-N,lc/ms neg,158.08226,1884
2-methylbutyrylglycine (c5),amino acid,Amino Acids,193872,HOACIBQKYRHBOW-UHFFFAOYSA-N,lc/ms neg,158.0823,1884
2-methylbutyrylphenylalanine,xenobiotics,,,,lc/ms neg,248.1292,4025
2-methylcitrate,energy,Cephamycins,515,YNOXCRMFGMSKIJ-WVBDSBKLSA-N,lc/ms polar,205.03538,1370
2-methylcitrate/homocitrate,energy,"Acids, Acyclic",439459,XKJVEVRQMLKSMO-SSDOTTSWSA-N,lc/ms neg,205.03538,575
2-methylhexanoylcarnitine,lipid,CAR,,,lc/ms pos late,274.2013,816
2-methylhippurate,xenobiotics,Benzamides,91637,YOEBAVRJHRCKRE-UHFFFAOYSA-N,lc/ms pos early,194.0812,2358
2-methylmalonyl carnitine,lipid,CAR,53481628,XROYFEWIXXCPAW-MQWKRIRWSA-N,lc/ms pos,262.12852,1552.7
2-methylmalonylcarnitine (c4-dc),lipid,CAR,53481628,XROYFEWIXXCPAW-MQWKRIRWSA-N,lc/ms pos early,262.12852,2440
2-methylserine,amino acid,"Amino Acids, Neutral",94309,CDUUKBXTEOFITR-UHFFFAOYSA-N,lc/ms pos early,120.06552,1652
2-methyoxyresorcinol sulfate,xenobiotics,,122164840,,lc/ms neg,,
2-monodocosahexaenoin*,lipid,,,,lc/ms neg,309.22236,6000
2-myristoleoylglycerophosphocholine*,lipid,,,,lc/ms pos,466.3,5380
2-myristoylglycerol (14:0),lipid,MAG,137938,TVIMZSOUQXNWHO-UHFFFAOYSA-N,lc/ms neg,227.20163,6230
2-myristoylglycerol (2-monomyristin),,,,,lc/ms neg,227.20163,5610
2-myristoylglycerophosphocholine*,lipid,LPC,5459377,CITHEXJVPOWHKC-UUWRZZSWSA-N,lc/ms pos,468.3,5450
2-myristoylglycerophosphoethanolamine*,lipid,,,,lc/ms pos,424.2,5546
2-myristoyl-gpc (14:0)*,lipid,LPC,,,lc/ms pos late,,
2-myristoyl-gpc* (14:0)*,glycerophosopholipid mtb,LPC,,,lc/ms pos late,468.3085,1399
2-naphthol sulfate,xenobiotics,Sulfuric Acids,74428,HXEZIDSFDHEIIQ-UHFFFAOYSA-N,lc/ms neg,223.0071,3658
2-nonadecanoylglycerophosphocholine(19:0)*,lipid,,,,lc/ms pos,538.38672,5877
2-octenoylglutamine,lipid,FA-conjugates,,,lc/ms neg,269.1507,4020
2-octenoylglycine,lipid,Catecholamines,131802981,HNXMRPDBOJFZES-VOTSOKGWSA-N,lc/ms neg,198.1136,4150
2-oleoylglycerol (18:1),lipid,MAG,5319879,UPWGQKDVAURUGE-KTKRTIGZSA-N,lc/ms neg,281.24858,6500
2-oleoylglycerol (2-monoolein),lipid,,,,gc/ms,410.1,2170
2-oleoylglycerophosphocholine,lipid,LPC,9546675,SULIDBRAXVDKBU-SEYXRHQNSA-O,lc/ms pos,522.4,5640
2-oleoylglycerophosphocholine*,lipid,LPC,9546675,SULIDBRAXVDKBU-SEYXRHQNSA-O,lc/ms pos,522.4,5640
2-oleoylglycerophosphoethanolamine,lipid,LPE,9547071,PYVRVRFVLRNJLY-MZMPXXGTSA-N,lc/ms neg,478.3,5848
2-oleoylglycerophosphoethanolamine*,lipid,LPE,9547071,PYVRVRFVLRNJLY-MZMPXXGTSA-N,lc/ms neg,478.3,5848
2-oleoylglycerophosphoglycerol*,,,,,lc/ms neg,509.28849,5563
2-oleoylglycerophosphoinositol*,lipid,,,,lc/ms neg,597.5,5571
2-oleoylglycerophosphoserine*,lipid,,,,lc/ms neg,522.3,5577
2-oleoyl-gpc (18:1)*,lipids,LPC,,,lc/ms pos,522.35542,5640
2-oleoyl-gpc* (18:1)*,lipid,LPC,,,lc/ms pos,522.4,5640
2-oleoyl-gpe (18:1)*,,LPE,,,lc/ms neg,,
2-oleoyl-gpe* (18:1)*,lipid,LPE,,,lc/ms pos,480.2,5625
2-oleoyl-gpg (18:1)*,,,,,lc/ms neg,509.28849,5563
2'-o-methyladenosine,nucleotide,,,,lc/ms pos early,282.11968,2375
2-o-methylascorbic acid,cofactors and vitamins,Sugar Acids,99779,JBXPKMHATRSERD-UHFFFAOYSA-N,lc/ms polar,189.0405,1512
2'-o-methylcytidine,nucleotide,Cytidine,150971,RFCQJGFZUQFYRF-ZOQUXTDFSA-N,lc/ms pos early,258.10845,2411
2'-o-methylguanosine,nucleotide,Purine Nucleosides,135406950,OVYNGSFVYRPRCG-KQYNXXCUSA-N,lc/ms pos,298.1146,1926
2'-o-methyluridine,nucleotide,Pyrimidine Nucleosides,102212,SXUXMRMBWZCMEN-ZOQUXTDFSA-N,lc/ms neg,257.07791,1831
2-oxindole-3-acetate,xenobiotics,Indole Alkaloids,3080590,ILGMGHZPXRDCCS-UHFFFAOYSA-N,lc/ms neg,190.05096,2076
2-oxindole-3-acetic-acid,hormone metabolism,,,,lc/ms pos early,192.0655,2378
2-oxo-1-pyrrolidinepropionate,xenobiotics,"Acids, Acyclic",3146688,XOMYTIUVNSWEAI-UHFFFAOYSA-N,lc/ms pos early,158.08117,1600
2-oxoadipate,amino acid,Dicarboxylic Acids,71,FGSBNBBHOZHUBO-UHFFFAOYSA-N,lc/ms polar,159.0299,2635
2-oxoarginine,amino acid,Amidines,558,ARBHXJXXVVHMET-UHFFFAOYSA-N,lc/ms pos early,174.08732,1760
2-oxoarginine*,amino acid,Amidines,558,ARBHXJXXVVHMET-UHFFFAOYSA-N,lc/ms pos early,174.08732,1760
2-palmitoleoylglycerol (16:1),lipid,MAG,,,lc/ms neg,253.21727,6016
2-palmitoleoylglycerol (16:1)*,lipid,MAG,,,lc/ms neg,253.21727,6016
2-palmitoleoylglycerophosphocholine,lipid,LPC,24779460,LFUDDCMNKWEORN-BREAQWACSA-N,lc/ms pos,494.3,5482
2-palmitoleoylglycerophosphocholine*,lipid,LPC,24779460,LFUDDCMNKWEORN-BREAQWACSA-N,lc/ms pos,494.3,5482
2-palmitoleoylglycerophosphoethanolamine*,lipid,,,,lc/ms neg,450.3,5611
2-palmitoleoylglycerophosphoinositol*,lipid,,,,lc/ms neg,569.3,5417.6
2-palmitoleoyl-gpc (16:1),lipid,LPC,122164832,OEJYWQCXHNOOHC-ZXEGGCGDSA-N,lc/ms pos late,494.32412,1425
2-palmitoleoyl-gpc (16:1)*,lipid,LPC,122164832,OEJYWQCXHNOOHC-ZXEGGCGDSA-N,lc/ms pos late,494.32412,5720
2-palmitoleoyl-gpc* (16:1)*,lipid,LPC,122164832,OEJYWQCXHNOOHC-ZXEGGCGDSA-N,lc/ms pos late,494.3241,1425
2-palmitoleoyl-gpe* (16:1)*,lipid,,,,lc/ms neg,450.3,5611
2-palmitoyl-galactosylglycerol (16:0)*,lipid,MAG,,,lc/ms neg,491.32255,6060
2-palmitoylglycerol (16:0),lipid,MAG,123409,BBNYCLAREVXOSG-UHFFFAOYSA-N,lc/ms neg,255.23293,6400
2-palmitoylglycerol (2-monopalmitin),lipid,,,,gc/ms,129,2108
2-palmitoylglycerophosphocholine,lipid,LPC,9546667,NEGQHKSYEYVFTD-UHFFFAOYSA-O,lc/ms pos,496.3,5604
2-palmitoylglycerophosphocholine*,lipid,LPC,9546667,NEGQHKSYEYVFTD-UHFFFAOYSA-O,lc/ms pos,496.3,5604
2-palmitoylglycerophosphoethanolamine,lipid,LPE,5256421,YVYMBNSKXOXSKW-UHFFFAOYSA-N,lc/ms pos,454.2,5598
2-palmitoylglycerophosphoethanolamine*,lipid,LPE,5256421,YVYMBNSKXOXSKW-UHFFFAOYSA-N,lc/ms neg,452.3,5790
2-palmitoylglycerophosphoglycerol*,lipids,,,,lc/ms neg,483.4,5497
2-palmitoyl-gpc (16:0),lipid,PC,15061532,NEGQHKSYEYVFTD-HSZRJFAPSA-N,lc/ms neg,570.34125,6215
2-palmitoyl-gpc (16:0)*,lipid,PC,15061532,NEGQHKSYEYVFTD-HSZRJFAPSA-N,lc/ms neg,570.34125,6215
2-palmitoyl-gpc* (16:0)*,lipid,PC,15061532,NEGQHKSYEYVFTD-HSZRJFAPSA-N,lc/ms neg,570.3413,6215
2-palmitoyl-gpe (16:0)*,,PE,90657394,CKPBBEOJHAPPBT-HXUWFJFHSA-N,lc/ms neg,452.27826,5919
2-palmitoyl-gpe* (16:0)*,lipid,PE,90657394,CKPBBEOJHAPPBT-HXUWFJFHSA-N,lc/ms pos,454.2,5598
2-pentenoylglycine,lipid,,,,lc/ms neg,156.0666,1940
2-pg,carbohydrate,,,,gc/ms,459.1,1734
2-phenoxyethanol,,,,,gc/ms,151,1398.2
2-phosphoglycerate,carbohydrate,,,,lc/ms polar,184.98566,4550
2-piperidinemethanol,xenobiotics,,,,lc/ms pos early,116.10699,2425
2-piperidinone,xenobiotics,Piperidines,12665,XUWHAWMETYGRKB-UHFFFAOYSA-N,lc/ms pos early,100.07569,1675
2-propyl-2-pentenoate (2-ene-valproate),xenobiotics,"Fatty Acids, Unsaturated",6437068,ZKNJEOBYOLUGKJ-FNORWQNLSA-N,lc/ms neg,141.0921,3874
2-propyl-4-pentenoate (4-ene-valproate),xenobiotics,"Fatty Acids, Unsaturated",104896,UMYDNZXEHYSVFY-UHFFFAOYSA-N,lc/ms neg,141.0921,3436
2-pyrrolidineacetic acid,xenobiotics,,,,lc/ms pos early,130.08626,2248
2-pyrrolidinone,amino acid,Pyrrolidines,12025,HNJBEVLQSNELDL-UHFFFAOYSA-N,lc/ms pos early,86.06004,1262
"2r,3r-dihydroxybutyrate",lipid,"Acids, Acyclic",250402,LOUGYXZSURQALL-PWNYCUMCSA-N,lc/ms polar,119.035,1543
"2s,3r-dihydroxybutyrate",lipid,"Acids, Acyclic",10964471,LOUGYXZSURQALL-GBXIJSLDSA-N,lc/ms polar,119.035,1660
2-stearoylglycerol (18:0),,,,,lc/ms pos,381.29753,1796
2-stearoylglycerol (2-monostearin),lipid,,,,gc/ms,341.3,2178
2-stearoylglycerophosphocholine,lipid,Lysophospholipids,10208382,IQGPMZRCLCCXAG-UHFFFAOYSA-N,lc/ms pos,524.4,5780
2-stearoylglycerophosphocholine*,lipid,Lysophospholipids,10208382,IQGPMZRCLCCXAG-UHFFFAOYSA-N,lc/ms pos,524.4,5780
2-stearoylglycerophosphoethanolamine*,lipid,,,,lc/ms neg,480.30956,6350
2-stearoylglycerophosphoglycerol*,lipid,,,,lc/ms neg,511.4,5758.4
2-stearoylglycerophosphoinositol*,lipid,Glycerophospholipids,131770413,AGVRWBBFKKEVAX-QIEOIKHQSA-N,lc/ms neg,599.4,5751.6
2-stearoyl-gpc (18:0)*,lipid,LPC,10208382,IQGPMZRCLCCXAG-UHFFFAOYSA-N,lc/ms pos,524.4,5780
2-stearoyl-gpe (18:0),lipid,LPE,90658453,KIHAGWUUUHJRMS-JOCHJYFZSA-N,lc/ms neg,480.30956,6350
2-stearoyl-gpe (18:0)*,lipid,LPE,90658453,KIHAGWUUUHJRMS-JOCHJYFZSA-N,lc/ms neg,480.30956,6350
2-stearoyl-gpi (18:0)*,lipid,LPI,,,lc/ms neg,599.32018,5728
3-(2-hydroxyphenyl)propionate,xenobiotics,"Acids, Carbocyclic",6930705,CJBDUOMQLFKVQC-UHFFFAOYSA-M,lc/ms neg,165.05571,2530
3-(3-amino-3-carboxypropyl)uridine*,nucleotide,Pyrimidine Nucleosides,171198,YXNIEZJFCGTDKV-JANFQQFMSA-N,lc/ms neg,344.1099,1369
3-(3-hydroxyphenyl)propionate,xenobiotics,Cinnamates,91,QVWAEZJXDYOKEH-UHFFFAOYSA-N,lc/ms neg,165.05571,1980
3-(3-hydroxyphenyl)propionate sulfate,xenobiotics,Cinnamates,187488,IQWLPDPKVFZEOK-UHFFFAOYSA-N,lc/ms neg,245.01253,1294
3-(4-hydroxyphenyl)lactate,amino acid,"Acids, Carbocyclic",9378,JVGVDSSUAVXRDY-UHFFFAOYSA-N,lc/ms neg,181.05063,1379
3-(4-hydroxyphenyl)lactate (hpla),amino acid,"Acids, Carbocyclic",9378,JVGVDSSUAVXRDY-UHFFFAOYSA-N,lc/ms neg,181.0506,1379
3-(4-hydroxyphenyl)propionate,xenobiotics,"Acids, Carbocyclic",10394,NMHMNPHRMNGLLB-UHFFFAOYSA-N,lc/ms neg,165.05571,1670
3-(cystein-s-yl)acetaminophen*,xenobiotics,Acetanilides,171264,LLHICPSCVFRWDT-QMMMGPOBSA-N,lc/ms pos early,271.07471,2420
3-(methylthio)acetaminophen sulfate*,xenobiotics,,,,lc/ms neg,276.0006,2265
3-(n-acetyl-cystein-s-yl) acetaminophen,xenobiotics,,,,lc/ms neg,,
3-(n-acetyl-l-cystein-s-yl) acetaminophen,xenobiotics,Acetanilides,83967,DVPRQNKJGQEICH-JTQLQIEISA-N,lc/ms neg,311.07072,2094
3-(n-acetyl-l-cystein-s-yl) acetaminophen*,xenobiotics,Acetanilides,83967,DVPRQNKJGQEICH-JTQLQIEISA-N,lc/ms pos,313.1,2622
"3,4-dihydroxybenzoate",xenobiotics,Benzoates,72,YQUVCSBJEUQKSH-UHFFFAOYSA-N,lc/ms neg,153.01933,729
"3,4-dihydroxybutyrate",lipid,Butyrates,,DZAIOXUZHHTJKN-UHFFFAOYSA-N,lc/ms polar,119.035,2204
"3,4-dihydroxyphenethyleneglycol",,,,,gc/ms,355.2,1807.7
"3,4-dihydroxyphenethyleneglycol (dopeg)",,,,,lc/ms neg,,
"3,4-dihydroxyphenylacetate",amino acid,Phenylacetates,547,CFFZDZCDUFSOFZ-UHFFFAOYSA-N,lc/ms neg,123.0452,1040
"3,4-dihydroxyphenylacetate sulfate",amino acid,Phenylacetates,193283,ZQTJTTSZJNFQGJ-UHFFFAOYSA-N,lc/ms neg,246.99179,800
"3,4-dihydroxyphenylethanol",xenobiotics,,,,gc/ms,267.1,1727
"3,4-dimethoxycinnamic acid",xenobiotics,,,,lc/ms pos,209.2,3981
"3,4-methylene heptanoylglycine",lipid,,,,lc/ms neg,198.11356,3818
"3,4-methyleneheptanoate",xenobiotics,,,,lc/ms neg,141.0921,3807
"3,4-methyleneheptanoylcarnitine",lipid,CAR,,,lc/ms neg,346.18712,4096
"3,5-dichloro-2,6-dihydroxybenzoic acid",xenobiotics,Benzoates,24721632,KLXACYSQYFWVLM-UHFFFAOYSA-N,lc/ms polar,220.9414,693
"3,5-dihydroxybenzoic acid",xenobiotics,Phenols,7424,UYEMGAFJOZZIFP-UHFFFAOYSA-N,lc/ms neg,153.01933,785.4
"3,5-dihydroxyphenylpropionate",xenobiotics,"Acids, Carbocyclic",,ITPFIKQWNDGDLG-UHFFFAOYSA-N,lc/ms polar,181.0506,1420
"3,7-dimethylurate",xenobiotics,Xanthines,83126,HMLZLHKHNBLLJD-UHFFFAOYSA-N,lc/ms neg,195.0524,1418
3-[3-(sulfooxy)phenyl]propanoic acid,amino acid,Cinnamates,187488,IQWLPDPKVFZEOK-UHFFFAOYSA-N,lc/ms neg,245.01253,1291.9
3<u+2019>-dephospho-acetyl-coenzyme a,cofactors and vitamins,,,,lc/ms neg,728.15216,2313
3-acetylphenol,xenobiotics,Ketones,8487,LUJMEECXHPYQOF-UHFFFAOYSA-N,lc/ms neg,135.0452,3400
3-acetylphenol sulfate,xenobiotics,Ketones,4684006,HOFGLAYWQRGTKC-UHFFFAOYSA-N,lc/ms neg,215.00196,2477
"3alpha,21-dihydroxy-5beta-pregnane-11,20-dione 21-glucuronide",lipid,,,,lc/ms neg,523.25487,4732
3-amino-2-piperidone,amino acid,Piperidines,5200225,YCCMTCQQDULIFE-UHFFFAOYSA-N,lc/ms pos early,115.0866,2065
3-aminobutyrate,chemical,,,,gc/ms,116.1,1252
3-aminoisobutyrate,nucleotide,Isobutyrates,64956,QCHPKSFMDHPSNR-UHFFFAOYSA-N,lc/ms pos early,104.07061,2190
3-amino-isobutyrate,nucleotide,,,,lc/ms pos early,104.07061,2215
3'-amp,nucleotide,,,,lc/ms neg,346.0558,1245
3'-a-sialyl-n-acetyllactosamine,carbohydrate,Carbohydrates,91853105,RRDMCPTVCFRTCT-GRCOFDOYSA-N,lc/ms polar,673.2309,3300
"3beta,7alpha-dihydroxy-5-cholestenoate",lipid,bile acids,3081084,GYJSAWZGYQXRBS-GRJZKGIBSA-N,lc/ms neg,431.31668,5275
"3beta,7beta-dihydroxy-5-cholestenoate",lipid,bile acids,,GYJSAWZGYQXRBS-WMYDBBFWSA-N,lc/ms neg,431.3167,
3beta-hydroxy-5-cholenoate,lipid,bile acids,92997,HIAJCGFYHIANNA-QIZZZRFXSA-N,lc/ms neg,,
3beta-hydroxy-5-cholestenoate,lipid,bile acids,165511,WVXOMPRLWLXFAP-AMQKJUDNSA-N,lc/ms neg,415.32177,5398
3beta-hydroxy-7-oxo-5-cholestenoic acid,lipid,,,,lc/ms neg,429.30103,5236
3b-hydroxy-5-cholenoic acid,lipid,bile acids,92997,HIAJCGFYHIANNA-QIZZZRFXSA-N,lc/ms neg,373.27482,5205
"3-bromo-5-chloro-2,6-dihydroxybenzoic acid*",xenobiotics,Benzoates,134581543,AJSVSHDVMDXRFN-UHFFFAOYSA-N,lc/ms neg,264.8909,4505
3-butenylglucosinolate,xenobiotics,,,,lc/ms neg,372.0428,1588
3-carboxy-3-hydroxy-isocaproate,amino acid,,,,lc/ms polar,175.06119,2605
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-cmpfp),lipid,,,,lc/ms neg,267.1238,4000
3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-cmpfp)**,lipid,,,,lc/ms neg,267.12379,4000
3-carboxy-4-methyl-5-pentyl-2-furanpropiote (3-cmpfp)**,lipid,,,,lc/ms neg,267.12379,4000
3-carboxy-4-methyl-5-propyl-2-furanpropanoate (cmpf),lipid,Organic Chemicals,123979,WMCQWXZMVIETAO-UHFFFAOYSA-N,lc/ms neg,239.09249,2800
3-carboxyadipate,lipid,Alkanes,222467,LOGBRYZYTBQBTB-UHFFFAOYSA-N,lc/ms polar,189.04046,4135
3'-cmp,nucleotide,,,,lc/ms polar,322.04458,4000
3-decenoylcarnitine,lipid,CAR,156961478,YMJNFVUJNDWLND-ZHACJKMWSA-N,lc/ms pos late,314.2326,1045
3-dehydrocarnitine,lipid,,,,lc/ms pos,160.2,1020
3-dehydrocarnitine*,lipid,CAR,6991982,YNOWULSFLVIUDH-UHFFFAOYSA-N,lc/ms pos,160.2,1020
3-dehydrochenodeoxycholate,,bile acids,,,lc/ms neg,,
3-dehydrocholate,lipid,bile acids,159655,OEKUSRBIIZNLHZ-YXRVOZSUSA-N,lc/ms neg,405.26464,5050
3-dehydrodeoxycholate,lipid,bile acids,91828305,WMUMZOAFCDOTRW-OVEHVULHSA-M,lc/ms neg,389.26973,5235
3-dehydroshikimate,xenobiotics,Cyclohexanecarboxylic Acids,439774,SLWWJZMPHJJOPH-PHDIDXHHSA-N,lc/ms polar,171.02989,1962
3-dehydro-shikimate,amino acid,,,,lc/ms polar,171.0299,1962
3-deoxyoctulosonate,carbohydrate,,,,lc/ms polar,237.06159,2706.7
3'-dephospho-acetyl-coa,cofactors and vitamins,,,,lc/ms neg,728.15216,2313
3'-dephospho-coa-glutathione,amino acid,,,,lc/ms neg,495.10124,1690
3'-dephospho-coa-glutathione*,amino acid,,,,lc/ms neg,495.1012,1690
3'-dephosphocoenzyme a,cofactors and vitamins,,,,lc/ms neg,686.1416,2013
3-ethylcatechol sulfate (1),xenobiotics,,,,lc/ms neg,217.0176,3422
3-ethylcatechol sulfate (2),xenobiotics,,,,lc/ms neg,217.0176,3555
3-ethylphenylsulfate,xenobiotics,Stilbestrols,132280943,QVCXMFPGIGXNEZ-UHFFFAOYSA-N,lc/ms neg,201.0227,3530
3-ethylphenylsulfate*,,Stilbestrols,132280943,QVCXMFPGIGXNEZ-UHFFFAOYSA-N,lc/ms neg,201,3490
3-formylindole,xenobiotics,"Heterocyclic Compounds, 2-Ring",10256,OLNJUISKUQQNIM-UHFFFAOYSA-N,lc/ms pos early,146.06,2736
3-fucosyllactose,,Polysaccharides,16216990,WJPIUUDKRHCAEL-YVEAQFMBSA-N,lc/ms polar,533.17232,4300
3-heptenoylglutamine,lipid,,,,lc/ms neg,255.135,3220
3-hexenedioate,,,,,lc/ms neg,143.03498,620
